"id","Email","GroupMembership"
624,"34991David.Yarobi@shaw.ca",0
625,"24448Petronila.Main@gmail.com",0
626,"22253Cassandra.Baker@att.com",0
627,"3436Isabel.Rogers@shaw.ca",2
628,"23638Nicholas.Collins@gmx.com",0
629,"5746Tanner.Flores@att.com",0
630,"14607Brendan.Pearson@gmx.com",0
631,"15028Jessica.Roberts@rogers.ca",0
632,"2835Caroline.Davis@gmx.com",0
633,"22098Kaitlyn.Brandzin@gmx.com",0
634,"24905Isaac.Sanders@rogers.ca",0
635,"32532Leslie.Alexander@gmail.com",0
636,"3954Steven.Daeninck@telus.net",0
637,"18917Cathey.Henderson@gmail.com",0
638,"17323Jasmine.Jackson@gmx.com",0
639,"18319Kecia.Gonzalez@rogers.ca",0
640,"18380Shalonda.Wood@microsoft.com",0
641,"34245Jordan.Brooks@rogers.ca",0
642,"26402Connor.Griffin@hotmail.com",0
643,"3393Victoria.Brandzin@att.com",0
