"Id","ActiveUntil","DateRegistered","State","DeviceName","OwnerEmail","MAC","Vlan"
411,"2022-06-13 14:34:00","2021-12-13 14:34:00",0,"fixie","17173Alyssa.Main@shaw.ca","probably-405057784","Vlan2"
412,"2022-06-13 14:31:08","2021-12-13 14:31:08",2,"probably","16300Brandon.Long@shaw.ca","child-1905706119","Vlan6"
413,"2022-06-13 14:19:11","2021-12-13 14:19:11",2,"Leggings","11968Justin.Wood@microsoft.com","american-191529746","Vlan9"
414,"2022-06-13 14:43:29","2021-12-13 14:43:29",2,"haven't","20116Megan.Jones@gmail.com","Leggings-860869085","Vlan10"
415,"2022-06-13 15:22:10","2021-12-13 15:22:10",1,"pack","29060Jack.Kelly@att.com","godard-1578945091","Vlan6"
416,"2022-06-13 14:09:24","2021-12-13 14:09:24",0,"raw","8216Darron.Garcia@hotmail.com","marfa-1704958255","Vlan8"
417,"2022-06-13 14:30:01","2021-12-13 14:30:01",2,"womn","16001Marcus.Morris@rogers.ca","Pop-up-439208371","Vlan6"
418,"2022-06-13 14:09:17","2021-12-13 14:09:17",1,"booth","8141Jade.Turner@rogers.ca","place-770678458","Vlan5"
419,"2022-06-13 14:03:09","2021-12-13 14:03:09",0,"booth","4669Jessica.Bell@gmail.com","way-346898739","Vlan6"
420,"2022-06-13 15:42:53","2021-12-13 15:42:53",2,"raw","32649Evan.Wright@gmail.com","tofu-1557672476","Vlan2"
421,"2022-06-13 15:03:13","2021-12-13 15:03:13",0,"VHS","25095Jordan.Peterson@shaw.ca","carles-163808368","Vlan4"
422,"2022-06-13 14:12:21","2021-12-13 14:12:21",0,"artisan","9400Colby.Clark@live.com","bird-236217190","Vlan5"
423,"2022-06-13 13:59:38","2021-12-13 13:59:38",1,"terry","283Brianna.James@shaw.ca","they-1556956825","Vlan9"
424,"2022-06-13 15:21:22","2021-12-13 15:21:22",2,"Cardigan","28897Tyler.Carter@shaw.ca","beer-708529094","Vlan5"
425,"2022-06-13 14:46:29","2021-12-13 14:46:29",0,"party","21035Courtney.MacKenzie@gmail.com","Vinyl-1699125062","Vlan7"
426,"2022-06-13 15:31:54","2021-12-13 15:31:54",2,"portland","30863Cody.Phillips@gmail.com","echo-66371857","Vlan10"
427,"2022-06-13 15:58:05","2021-12-13 15:58:05",1,"pickled","35097Michael.Radcliff@microsoft.com","problem-2061836830","Vlan2"
428,"2022-06-13 14:07:22","2021-12-13 14:07:22",2,"cray","7217Julia.Gonzales@live.com","master-196311816","Vlan10"
429,"2022-06-13 14:44:24","2021-12-13 14:44:24",2,"narwhal","20404Kayla.Davis@att.com","Cardigan-1067647113","Vlan4"
430,"2022-06-13 14:02:20","2021-12-13 14:02:20",0,"dreamcatcher","4241Jessica.Hayes@telus.net","park-1369920907","Vlan7"
431,"2022-06-13 15:32:30","2021-12-13 15:32:30",2,"Dreamcatcher","30971Jennifer.Pearson@microsoft.com","wayfarers-1152376687","Vlan9"
432,"2022-06-13 14:13:51","2021-12-13 14:13:51",2,"pinterest","9947Beulah.Phillips@shaw.ca","street-1436868733","Vlan10"
433,"2022-06-13 15:01:40","2021-12-13 15:01:40",1,"beer","24795Bryce.Jenkins@rogers.ca","put-2030724580","Vlan8"
434,"2022-06-13 14:14:58","2021-12-13 14:14:58",1,"case","10381Eric.Yarobi@shaw.ca","mcsweeney's-1157460096","Vlan5"
435,"2022-06-13 14:22:39","2021-12-13 14:22:39",2,"gastropub","13402Jessica.Jenkins@live.com","Leggings-1834986329","Vlan9"
436,"2022-06-13 14:36:30","2021-12-13 14:36:30",1,"Umami","17898Hunter.Jackson@rogers.ca","carles-451339487","Vlan5"
437,"2022-06-13 14:44:36","2021-12-13 14:44:36",2,"loko","20461Sofia.Alexander@att.com","occupy-1992672555","Vlan5"
438,"2022-06-13 15:03:27","2021-12-13 15:03:27",0,"party","25158Caroline.Foster@hotmail.com","shorts-93343497","Vlan6"
439,"2022-06-13 14:00:57","2021-12-13 14:00:57",0,"cleanse","2933Dalton.Olsen@gmx.com","portland-304165394","Vlan7"
440,"2022-06-13 15:08:28","2021-12-13 15:08:28",0,"art","26286Christina.James@rogers.ca","next-1715540414","Vlan10"
441,"2022-06-13 14:11:10","2021-12-13 14:11:10",2,"PBR","8980Angelina.Perez@shaw.ca","fap-1063452955","Vlan5"
442,"2022-06-13 14:00:08","2021-12-13 14:00:08",2,"terry","1753Samantha.Nelson@hotmail.com","ethical-529391908","Vlan10"
443,"2022-06-13 15:38:01","2021-12-13 15:38:01",2,"trade","31855Jenna.Robinson@rogers.ca","photo-312093357","Vlan1"
444,"2022-06-13 14:03:59","2021-12-13 14:03:59",0,"shorts","5300Gabriella.Phillips@live.com","party-1019897632","Vlan8"
445,"2022-06-13 14:01:59","2021-12-13 14:01:59",1,"world","3954Steven.Daeninck@telus.net","mlkshk-688719800","Vlan1"
446,"2022-06-13 14:21:32","2021-12-13 14:21:32",2,"tofu","12992Jacqueline.Russell@shaw.ca","carles-66837935","Vlan10"
447,"2022-06-13 14:26:51","2021-12-13 14:26:51",2,"apparel","14912Tyler.Nelson@rogers.ca","government-1741893097","Vlan4"
448,"2022-06-13 14:57:29","2021-12-13 14:57:29",0,"high","23866Jasmine.Gonzalez@att.com","apparel-1724020707","Vlan10"
449,"2022-06-13 14:20:39","2021-12-13 14:20:39",2,"post-ironic","12581Jason.Robinson@microsoft.com","case-517046554","Vlan3"
450,"2022-06-13 14:06:57","2021-12-13 14:06:57",1,"shorts","6995Connor.Adams@rogers.ca","Tofu-966727562","Vlan5"
451,"2022-06-13 14:02:09","2021-12-13 14:02:09",1,"chips","4078Jada.Green@hotmail.com","Vinyl-533325047","Vlan2"
452,"2022-06-13 14:45:21","2021-12-13 14:45:21",0,"occupy","20714Autumn.Daeninck@microsoft.com","narwhal-1797947346","Vlan10"
453,"2022-06-13 14:20:25","2021-12-13 14:20:25",0,"richardson","12462Jeremy.Ross@live.com","hand-437386534","Vlan10"
454,"2022-06-13 15:11:20","2021-12-13 15:11:20",1,"fixie","26863Josefa.Cook@live.com","terry-177062935","Vlan7"
455,"2022-06-13 14:21:10","2021-12-13 14:21:10",1,"denim","12819Mia.Reed@gmx.com","Leggings-998032455","Vlan10"
456,"2022-06-13 14:03:42","2021-12-13 14:03:42",2,"post-ironic","5050Alexis.Anderson@gmx.com","echo-1141924311","Vlan9"
457,"2022-06-13 15:12:10","2021-12-13 15:12:10",2,"bag","27020Aaron.Jenkins@shaw.ca","denim-478460108","Vlan6"
458,"2022-06-13 15:20:19","2021-12-13 15:20:19",1,"batch","28664Chase.MacKenzie@shaw.ca","godard-2114547109","Vlan8"
459,"2022-06-13 14:28:33","2021-12-13 14:28:33",0,"high","15519Ryan.King@att.com","post-ironic-1557667429","Vlan3"
460,"2022-06-13 15:20:03","2021-12-13 15:20:03",0,"occupy","28594Kaitlyn.Tellies@gmail.com","fixie-1989206086","Vlan5"
461,"2022-06-13 14:29:39","2021-12-13 14:29:39",2,"life","15899Sarah.Brugger@gmail.com","fund-2093274966","Vlan6"
462,"2022-06-13 15:16:13","2021-12-13 15:16:13",2,"VHS","27882Mark.Mitchell@att.com","pop-up-906818699","Vlan6"
463,"2022-06-13 15:00:04","2021-12-13 15:00:04",2,"pinterest","24448Petronila.Main@gmail.com","next-1916273589","Vlan6"
464,"2022-06-13 14:14:41","2021-12-13 14:14:41",1,"truffaut","10264Melissa.Henderson@microsoft.com","thundercats-567692048","Vlan5"
465,"2022-06-13 15:27:06","2021-12-13 15:27:06",2,"bag","29964Marissa.Cook@gmail.com","beer-709051839","Vlan1"
466,"2022-06-13 15:13:27","2021-12-13 15:13:27",1,"odd","27290Isabella.Martin@hotmail.com","craft-601583233","Vlan3"
467,"2022-06-13 14:25:13","2021-12-13 14:25:13",1,"ennui","14304Danielle.Taylor@telus.net","VHS-957611543","Vlan7"
468,"2022-06-13 14:07:03","2021-12-13 14:07:03",2,"gentrify","7047Trevor.Lee@hotmail.com","denim-2016378092","Vlan5"
469,"2022-06-13 15:55:04","2021-12-13 15:55:04",0,"child","34568Seth.Hayes@telus.net","odd-185973142","Vlan2"
470,"2022-06-13 14:03:56","2021-12-13 14:03:56",2,"sriracha","5236Grace.Simmons@live.com","case-920860146","Vlan1"
471,"2022-06-13 14:35:17","2021-12-13 14:35:17",2,"sold","17533Makayla.Sanders@live.com","cred-1532055522","Vlan6"
472,"2022-06-13 14:05:41","2021-12-13 14:05:41",0,"stumptown","6166Richard.MacKenzie@gmx.com","thundercats-957940085","Vlan8"
473,"2022-06-13 14:00:13","2021-12-13 14:00:13",1,"keffiyeh","1919Kelly.Ward@live.com","butcher-1553635425","Vlan5"
474,"2022-06-13 14:42:02","2021-12-13 14:42:02",2,"tofu","19683Cherlyn.Hill@rogers.ca","point-1147458892","Vlan10"
475,"2022-06-13 14:29:28","2021-12-13 14:29:28",1,"VHS","15837Allison.Washington@gmail.com","before-1654467236","Vlan9"
476,"2022-06-13 15:01:40","2021-12-13 15:01:40",0,"echo","24795Bryce.Jenkins@rogers.ca","butcher-73974527","Vlan10"
477,"2022-06-13 15:04:09","2021-12-13 15:04:09",2,"keffiyeh","25323Cameron.Lewis@microsoft.com","vegan-16653561","Vlan3"
478,"2022-06-13 14:35:38","2021-12-13 14:35:38",1,"mustache","17639Pilar.Price@hotmail.com","brooklyn-1510084059","Vlan6"
479,"2022-06-13 14:13:07","2021-12-13 14:13:07",2,"stumptown","9676Lily.Gonzalez@shaw.ca","park-641769655","Vlan3"
480,"2022-06-13 14:32:55","2021-12-13 14:32:55",0,"Gluten-free","16849Michelle.Coleman@live.com","party-257230170","Vlan7"
481,"2022-06-13 15:10:22","2021-12-13 15:10:22",1,"life","26694Melissa.Scott@microsoft.com","pop-up-281204792","Vlan4"
482,"2022-06-13 14:04:22","2021-12-13 14:04:22",2,"brunch","5552Erin.Martinez@rogers.ca","loko-15836396","Vlan3"
483,"2022-06-13 14:22:16","2021-12-13 14:22:16",1,"hella","13288Aaron.Allen@att.com","raw-1177203834","Vlan10"
484,"2022-06-13 14:43:18","2021-12-13 14:43:18",0,"art","20059Melissa.Gonzalez@att.com","freegan-1862285123","Vlan8"
485,"2022-06-13 14:00:28","2021-12-13 14:00:28",0,"tofu","2258Alexis.Scott@microsoft.com","party-1095141770","Vlan2"
486,"2022-06-13 15:15:43","2021-12-13 15:15:43",2,"raw","27773Kevin.Stewart@microsoft.com","ethical-879240168","Vlan7"
487,"2022-06-13 14:22:27","2021-12-13 14:22:27",2,"high","13354Stephen.Lee@live.com","sweater-1356846076","Vlan10"
488,"2022-06-13 14:12:07","2021-12-13 14:12:07",0,"case","9330Devin.Stewart@shaw.ca","group-449268376","Vlan3"
489,"2022-06-13 14:36:10","2021-12-13 14:36:10",2,"Dreamcatcher","17794Kaitlyn.Thomas@gmx.com","tofu-632875518","Vlan1"
490,"2022-06-13 14:09:54","2021-12-13 14:09:54",0,"Cardigan","8454Madeline.Ward@gmx.com","occupy-510956604","Vlan4"
491,"2022-06-13 14:49:51","2021-12-13 14:49:51",1,"DIY","21964Danielle.Adams@rogers.ca","jean-485349119","Vlan1"
492,"2022-06-13 15:09:02","2021-12-13 15:09:02",1,"out","26402Connor.Griffin@hotmail.com","they-589709517","Vlan5"
493,"2022-06-13 14:28:14","2021-12-13 14:28:14",1,"chips","15403Courtney.Parker@gmail.com","Vinyl-1646851806","Vlan7"
494,"2022-06-13 15:57:26","2021-12-13 15:57:26",2,"vice","34991David.Yarobi@shaw.ca","beer-1669950014","Vlan7"
495,"2022-06-13 14:40:57","2021-12-13 14:40:57",0,"batch","19318Jason.Allen@hotmail.com","terry-1912405731","Vlan3"
496,"2022-06-13 15:25:09","2021-12-13 15:25:09",1,"Swag","29627Connor.Jackson@gmail.com","authentic-615111016","Vlan1"
497,"2022-06-13 14:23:56","2021-12-13 14:23:56",1,"organic","13784Seth.Turner@live.com","Umami-1874595686","Vlan10"
498,"2022-06-13 15:19:47","2021-12-13 15:19:47",0,"next","28522Kylie.Simmons@gmail.com","vice-1077428317","Vlan9"
499,"2022-06-13 15:33:58","2021-12-13 15:33:58",2,"truck","31209Austin.Simmons@gmail.com","richardson-1042594330","Vlan8"
500,"2022-06-13 14:47:27","2021-12-13 14:47:27",0,"richardson","21297Nathan.Morris@rogers.ca","art-56990254","Vlan8"
501,"2022-06-13 14:09:33","2021-12-13 14:09:33",2,"work","8259Kaycee.Choi@gmx.com","dreamcatcher-1735869640","Vlan7"
502,"2022-06-13 14:57:58","2021-12-13 14:57:58",0,"government","23983Cheyenne.Getzlaff@rogers.ca","locavore-1528969154","Vlan10"
503,"2022-06-13 14:12:59","2021-12-13 14:12:59",0,"pour-over","9636Kandra.Long@microsoft.com","carles-1846189142","Vlan7"
504,"2022-06-13 13:59:51","2021-12-13 13:59:51",2,"photo","1140James.Foster@att.com","Dreamcatcher-1152330222","Vlan2"
505,"2022-06-13 15:36:03","2021-12-13 15:36:03",0,"hand","31510Sabrina.Coleman@att.com","williamsburg-2073124604","Vlan4"
506,"2022-06-13 14:17:45","2021-12-13 14:17:45",0,"selvage","11479Angela.Taylor@telus.net","Leggings-832143862","Vlan2"
507,"2022-06-13 14:56:42","2021-12-13 14:56:42",2,"marfa","23707Vanessa.Rodriguez@live.com","brooklyn-677186307","Vlan1"
508,"2022-06-13 14:01:39","2021-12-13 14:01:39",0,"tofu","3658John.Carter@gmail.com","tofu-1883513660","Vlan5"
509,"2022-06-13 14:10:35","2021-12-13 14:10:35",2,"truffaut","8706Leslie.Hughes@live.com","vice-789702476","Vlan7"
510,"2022-06-13 15:47:44","2021-12-13 15:47:44",2,"pop-up","33383Luke.Ross@live.com","richardson-2144239796","Vlan5"
511,"2022-06-13 14:20:10","2021-12-13 14:20:10",1,"way","12355Emma.Brown@telus.net","direct-1429723055","Vlan3"
512,"2022-06-13 14:03:33","2021-12-13 14:03:33",0,"them","4947Trevor.Wilson@gmail.com","cosby-62554246","Vlan7"
513,"2022-06-13 14:06:57","2021-12-13 14:06:57",2,"vegan","6995Connor.Adams@rogers.ca","Cardigan-1736028817","Vlan9"
514,"2022-06-13 14:42:34","2021-12-13 14:42:34",2,"terry","19849Aaron.Turner@gmx.com","child-290501734","Vlan3"
515,"2022-06-13 13:59:44","2021-12-13 13:59:44",1,"Bicycle","793David.MacKenzie@rogers.ca","problem-1716089583","Vlan8"
516,"2022-06-13 14:21:10","2021-12-13 14:21:10",2,"Gluten-free","12819Mia.Reed@gmx.com","Tofu-1382133347","Vlan7"
517,"2022-06-13 14:26:34","2021-12-13 14:26:34",1,"pop-up","14802Ian.Radcliff@microsoft.com","Lo-fi-1111682516","Vlan2"
518,"2022-06-13 15:57:06","2021-12-13 15:57:06",0,"trade","34914Evelyn.Cox@gmx.com","small-1776902783","Vlan4"
519,"2022-06-13 13:59:37","2021-12-13 13:59:37",0,"future","179Daniel.Jenkins@microsoft.com","direct-1852502563","Vlan9"
520,"2022-06-13 15:55:43","2021-12-13 15:55:43",0,"american","34685Molly.Lopez@gmail.com","pack-899609748","Vlan9"
521,"2022-06-13 14:19:23","2021-12-13 14:19:23",1,"high","12022Leah.Johnson@shaw.ca","retro-1881573880","Vlan1"
522,"2022-06-13 15:31:20","2021-12-13 15:31:20",0,"of","30727Isaac.Torres@telus.net","wayfarers-1532944472","Vlan8"
523,"2022-06-13 13:59:43","2021-12-13 13:59:43",1,"life","735Julian.Martinez@microsoft.com","stumptown-586441482","Vlan7"
524,"2022-06-13 13:59:46","2021-12-13 13:59:46",0,"semiotics","885Melissa.Moore@gmail.com","park-2114130512","Vlan1"
525,"2022-06-13 14:32:55","2021-12-13 14:32:55",0,"authentic","16849Michelle.Coleman@live.com","shorts-878288356","Vlan8"
526,"2022-06-13 14:21:01","2021-12-13 14:21:01",1,"heard","12757Elijah.Williams@microsoft.com","american-214211627","Vlan2"
527,"2022-06-13 14:46:52","2021-12-13 14:46:52",0,"truffaut","21153Megan.Robinson@shaw.ca","shorts-1700828396","Vlan7"
528,"2022-06-13 15:04:52","2021-12-13 15:04:52",1,"next","25477Alexander.Ramirez@shaw.ca","life-2039656159","Vlan1"
529,"2022-06-13 14:42:13","2021-12-13 14:42:13",1,"put","19752Jennifer.Jackson@live.com","polaroid-435746185","Vlan8"
530,"2022-06-13 14:58:12","2021-12-13 14:58:12",0,"art","24048Anthony.Tellies@rogers.ca","beer-368769187","Vlan10"
531,"2022-06-13 14:05:50","2021-12-13 14:05:50",2,"party","6287Lindsey.Bailey@att.com","odd-528425676","Vlan9"
532,"2022-06-13 13:59:57","2021-12-13 13:59:57",0,"problem","1366Jared.Cook@rogers.ca","farm-to-table-313041299","Vlan6"
533,"2022-06-13 15:23:14","2021-12-13 15:23:14",0,"trade","29260Chloe.Baker@shaw.ca","haven't-394368235","Vlan4"
534,"2022-06-13 14:01:12","2021-12-13 14:01:12",1,"american","3195Kylie.Davis@rogers.ca","them-44701627","Vlan4"
535,"2022-06-13 14:01:09","2021-12-13 14:01:09",2,"cosby","3140Jordan.Bennett@rogers.ca","echo-18098889","Vlan3"
536,"2022-06-13 14:19:23","2021-12-13 14:19:23",2,"Umami","12022Leah.Johnson@shaw.ca","freegan-769631183","Vlan10"
537,"2022-06-13 15:11:39","2021-12-13 15:11:39",1,"they","26908Logan.Barnes@live.com","street-1457598297","Vlan2"
538,"2022-06-13 15:06:05","2021-12-13 15:06:05",1,"marfa","25758Broderick.Jackson@gmx.com","truck-1546768157","Vlan9"
539,"2022-06-13 14:16:05","2021-12-13 14:16:05",2,"occupy","10846Melissa.Clark@hotmail.com","next-493406210","Vlan6"
540,"2022-06-13 15:33:58","2021-12-13 15:33:58",2,"forage","31209Austin.Simmons@gmail.com","high-619989702","Vlan1"
541,"2022-06-13 14:00:49","2021-12-13 14:00:49",0,"photo","2754Kaitlyn.Campbell@gmail.com","fap-972225988","Vlan1"
542,"2022-06-13 14:09:54","2021-12-13 14:09:54",2,"art","8454Madeline.Ward@gmx.com","VHS-1439371502","Vlan10"
543,"2022-06-13 14:07:28","2021-12-13 14:07:28",2,"wolf","7277Amanda.Rogers@gmail.com","richardson-788928714","Vlan4"
544,"2022-06-13 14:18:25","2021-12-13 14:18:25",0,"booth","11677Brianna.Phillips@gmx.com","locavore-871729576","Vlan9"
545,"2022-06-13 14:01:54","2021-12-13 14:01:54",2,"authentic","3904Jasmine.Griffin@live.com","sweater-1362654610","Vlan8"
546,"2022-06-13 14:02:09","2021-12-13 14:02:09",0,"park","4078Jada.Green@hotmail.com","artisan-591773934","Vlan9"
547,"2022-06-13 14:51:06","2021-12-13 14:51:06",1,"pickled","22253Cassandra.Baker@att.com","ethnic-603311610","Vlan6"
548,"2022-06-13 14:04:08","2021-12-13 14:04:08",2,"echo","5407Stephen.Wilson@microsoft.com","pickled-1411520528","Vlan2"
549,"2022-06-13 14:00:22","2021-12-13 14:00:22",1,"hoodie","2164Amber.Bennett@rogers.ca","tofu-2052868018","Vlan9"
550,"2022-06-13 14:04:27","2021-12-13 14:04:27",2,"american","5621Mackenzie.Harris@microsoft.com","haven't-753466735","Vlan1"
551,"2022-06-13 14:54:18","2021-12-13 14:54:18",2,"Austin","23087Alexa.Rodriguez@rogers.ca","a-1863608967","Vlan10"
552,"2022-06-13 15:20:03","2021-12-13 15:20:03",2,"brooklyn","28594Kaitlyn.Tellies@gmail.com","mixtape-1609779493","Vlan1"
553,"2022-06-13 15:27:42","2021-12-13 15:27:42",2,"hand","30070Caroline.Radcliff@telus.net","you-2014512687","Vlan5"
554,"2022-06-13 14:23:19","2021-12-13 14:23:19",2,"life","13615Michelle.Carter@live.com","ethical-294974179","Vlan1"
555,"2022-06-13 15:43:34","2021-12-13 15:43:34",2,"pitchfork","32736Jennifer.Garcia@telus.net","rights-207735599","Vlan10"
556,"2022-06-13 15:19:14","2021-12-13 15:19:14",1,"artisan","28429Sarah.Jenkins@gmx.com","batch-234958243","Vlan3"
557,"2022-06-13 14:40:25","2021-12-13 14:40:25",1,"hand","19159Lakeshia.Hill@gmail.com","cosby-131410798","Vlan1"
558,"2022-06-13 15:26:06","2021-12-13 15:26:06",0,"butcher","29799Courtney.Hall@hotmail.com","echo-1787828602","Vlan8"
559,"2022-06-13 13:59:40","2021-12-13 13:59:40",1,"life","443Hailey.Flores@rogers.ca","truffaut-583861482","Vlan5"
560,"2022-06-13 14:00:43","2021-12-13 14:00:43",2,"portland","2605Hannah.Stewart@telus.net","party-1779338511","Vlan4"
561,"2022-06-13 15:29:15","2021-12-13 15:29:15",2,"next","30320Grace.Nelson@att.com","point-731363078","Vlan1"
562,"2022-06-13 15:04:52","2021-12-13 15:04:52",1,"art","25477Alexander.Ramirez@shaw.ca","problem-1421626329","Vlan2"
563,"2022-06-13 14:38:31","2021-12-13 14:38:31",1,"carles","18619Chase.Miller@live.com","chips-1830995378","Vlan8"
564,"2022-06-13 14:27:43","2021-12-13 14:27:43",2,"readymade","15235Juan.Foster@live.com","sriracha-1589478498","Vlan2"
565,"2022-06-13 14:18:52","2021-12-13 14:18:52",1,"park","11873Joshua.Bryant@gmx.com","VHS-1999837953","Vlan4"
566,"2022-06-13 15:55:04","2021-12-13 15:55:04",2,"stumptown","34568Seth.Hayes@telus.net","stumptown-1437678783","Vlan3"
567,"2022-06-13 14:34:44","2021-12-13 14:34:44",1,"Brooklyn","17365Brandon.Powell@hotmail.com","future-910220799","Vlan9"
568,"2022-06-13 13:59:45","2021-12-13 13:59:45",0,"vinyl","840Ian.Russell@telus.net","lo-fi-1873710591","Vlan2"
569,"2022-06-13 14:21:49","2021-12-13 14:21:49",2,"ennui","13108Jenna.Russell@rogers.ca","food-2026190799","Vlan3"
570,"2022-06-13 15:31:20","2021-12-13 15:31:20",2,"before","30727Isaac.Torres@telus.net","narwhal-2079639562","Vlan4"
571,"2022-06-13 15:53:20","2021-12-13 15:53:20",1,"pickled","34305Ryan.Baker@telus.net","odd-1482333922","Vlan6"
572,"2022-06-13 14:01:06","2021-12-13 14:01:06",1,"occupy","3098Michael.White@live.com","batch-1202519285","Vlan5"
573,"2022-06-13 14:03:51","2021-12-13 14:03:51",1,"apparel","5171Colby.Barnes@shaw.ca","week-227681896","Vlan7"
574,"2022-06-13 14:38:31","2021-12-13 14:38:31",1,"park","18619Chase.Miller@live.com","art-1978430396","Vlan1"
575,"2022-06-13 15:42:30","2021-12-13 15:42:30",1,"vice","32594Antonio.Diaz@att.com","mustache-1123707544","Vlan8"
576,"2022-06-13 14:49:39","2021-12-13 14:49:39",0,"raw","21890Jake.MacKenzie@rogers.ca","occupy-1398993097","Vlan6"
577,"2022-06-13 14:11:48","2021-12-13 14:11:48",1,"batch","9234Alexa.Nelson@telus.net","Ethnic-886570558","Vlan8"
578,"2022-06-13 14:10:01","2021-12-13 14:10:01",0,"Gluten-free","8517Marcus.Watson@gmx.com","brooklyn-607243987","Vlan5"
579,"2022-06-13 15:03:13","2021-12-13 15:03:13",0,"authentic","25095Jordan.Peterson@shaw.ca","marfa-23385969","Vlan3"
580,"2022-06-13 15:56:03","2021-12-13 15:56:03",0,"butcher","34754William.Morgan@hotmail.com","carles-1675346744","Vlan4"
581,"2022-06-13 15:17:34","2021-12-13 15:17:34",0,"Leggings","28135Rachel.Timms@rogers.ca","work-874600730","Vlan9"
582,"2022-06-13 14:18:09","2021-12-13 14:18:09",1,"next","11567Maya.Clark@shaw.ca","thing-1742416881","Vlan3"
583,"2022-06-13 14:50:16","2021-12-13 14:50:16",0,"cred","22046Victor.Perry@att.com","mlkshk-736151102","Vlan5"
584,"2022-06-13 14:33:27","2021-12-13 14:33:27",1,"wolf","17006Raymundo.Perry@gmx.com","tofu-249295948","Vlan7"
585,"2022-06-13 14:53:40","2021-12-13 14:53:40",2,"shorts","22946Alex.Garcia@rogers.ca","of-1276174621","Vlan5"
586,"2022-06-13 14:01:59","2021-12-13 14:01:59",1,"semiotics","3954Steven.Daeninck@telus.net","hand-135937035","Vlan5"
587,"2022-06-13 14:21:49","2021-12-13 14:21:49",2,"seitan","13108Jenna.Russell@rogers.ca","tofu-820259966","Vlan1"
588,"2022-06-13 15:30:09","2021-12-13 15:30:09",0,"pitchfork","30502Jason.Pitt@telus.net","echo-978185790","Vlan7"
589,"2022-06-13 14:37:40","2021-12-13 14:37:40",1,"street","18319Kecia.Gonzalez@rogers.ca","sriracha-1738740281","Vlan5"
590,"2022-06-13 15:53:20","2021-12-13 15:53:20",2,"locavore","34305Ryan.Baker@telus.net","occupy-1101836258","Vlan2"
591,"2022-06-13 14:14:41","2021-12-13 14:14:41",0,"park","10264Melissa.Henderson@microsoft.com","cosby-371539632","Vlan1"
592,"2022-06-13 15:16:29","2021-12-13 15:16:29",0,"carles","27919Alexander.Allen@att.com","richardson-2041687285","Vlan2"
593,"2022-06-13 15:28:57","2021-12-13 15:28:57",2,"carles","30277Mackenzie.Rivera@rogers.ca","pitchfork-1102535085","Vlan7"
594,"2022-06-13 15:33:37","2021-12-13 15:33:37",0,"freegan","31152Elizabeth.Ramirez@att.com","PBR-1254996262","Vlan5"
595,"2022-06-13 15:58:49","2021-12-13 15:58:49",2,"biodiesel","35176Jack.Carter@shaw.ca","synth-1537398619","Vlan3"
596,"2022-06-13 14:16:51","2021-12-13 14:16:51",2,"odd","11116Brianna.Young@shaw.ca","readymade-285742770","Vlan7"
597,"2022-06-13 15:56:44","2021-12-13 15:56:44",1,"shoreditch","34864Bryce.Carter@hotmail.com","DIY-1381021493","Vlan8"
598,"2022-06-13 14:52:49","2021-12-13 14:52:49",1,"jean","22732Jesus.Brooks@gmx.com","number-1061670739","Vlan1"
599,"2022-06-13 15:12:57","2021-12-13 15:12:57",0,"whatever","27180Thomas.Kelly@gmx.com","artisan-472948161","Vlan1"
600,"2022-06-13 14:46:18","2021-12-13 14:46:18",1,"life","20989Elijah.Phillips@live.com","Pop-up-2014894776","Vlan3"
601,"2022-06-13 14:23:10","2021-12-13 14:23:10",0,"Austin","13562Makayla.Patterson@gmx.com","stumptown-1759971230","Vlan5"
602,"2022-06-13 14:01:33","2021-12-13 14:01:33",0,"organic","3554Patrick.Evans@rogers.ca","sriracha-753209918","Vlan1"
603,"2022-06-13 15:36:44","2021-12-13 15:36:44",0,"pack","31629Kathryn.Lopez@live.com","it-548943547","Vlan10"
604,"2022-06-13 14:01:26","2021-12-13 14:01:26",2,"bird","3436Isabel.Rogers@shaw.ca","shorts-1267400976","Vlan6"
605,"2022-06-13 14:11:23","2021-12-13 14:11:23",2,"fanny","9087Josefa.Roberts@gmx.com","skateboard-1356078756","Vlan6"
606,"2022-06-13 14:23:00","2021-12-13 14:23:00",2,"direct","13520Nathan.Hall@gmx.com","farm-to-table-2072457330","Vlan4"
607,"2022-06-13 14:21:49","2021-12-13 14:21:49",0,"day","13108Jenna.Russell@rogers.ca","street-10764899","Vlan6"
608,"2022-06-13 15:12:26","2021-12-13 15:12:26",0,"apparel","27083Jesus.Bennett@live.com","company-1977334130","Vlan3"
609,"2022-06-13 15:00:04","2021-12-13 15:00:04",1,"Leggings","24448Petronila.Main@gmail.com","a-348848466","Vlan2"
610,"2022-06-13 14:37:30","2021-12-13 14:37:30",1,"pork","18247Paige.Edwards@hotmail.com","ennui-887967914","Vlan8"
611,"2022-06-13 14:09:02","2021-12-13 14:09:02",0,"locavore","8027Kiara.Torres@microsoft.com","richardson-2073241457","Vlan4"
612,"2022-06-13 14:13:51","2021-12-13 14:13:51",2,"sweater","9947Beulah.Phillips@shaw.ca","pickled-848383593","Vlan2"
613,"2022-06-13 14:00:22","2021-12-13 14:00:22",0,"odd","2164Amber.Bennett@rogers.ca","american-1107942449","Vlan4"
614,"2022-06-13 13:59:44","2021-12-13 13:59:44",0,"work","793David.MacKenzie@rogers.ca","Austin-1418107108","Vlan1"
